gene	chr	pos	basemean	log2fc	pvalue	padj
Gene_4896	chr5	161887619	210.3	0.1716	4.034404e-01	2.134784e-02
Gene_7812	chr6	27212128	66.7	3.7582	6.249980e-04	3.539013e-01
Gene_3728	chr15	95790065	3120.2	0.1057	1.131946e-01	4.608481e-01
Gene_7686	chr3	71885014	642.5	2.6015	5.029840e-04	1.000000e+00
Gene_0260	chr13	43618244	10.7	-0.2852	2.060831e-02	9.420060e-03
Gene_5227	chr9	137620883	10049.3	-0.1978	9.661368e-03	6.282368e-04
Gene_1809	chr4	142686628	287.7	0.2607	6.219001e-02	4.458597e-02
Gene_2634	chrX	49233999	125.1	-0.4598	2.581118e-03	1.307949e-03
Gene_0625	chr8	81246273	4.1	0.4268	5.541587e-04	7.014740e-04
Gene_2186	chr13	94416699	65.9	0.3758	1.250400e-02	2.112263e-03
Gene_6756	chr12	37892714	42.0	-0.0397	2.568982e-02	4.770045e-01
Gene_7356	chr9	133332549	56.9	-0.0463	3.196985e-03	4.365608e-01
Gene_1516	chr5	149026098	4.4	-0.1402	7.601138e-03	1.062871e-04
Gene_6378	chr6	57169537	448.0	-0.4603	4.450458e-02	4.833990e-01
Gene_6097	chr2	190714564	37.0	-0.5866	2.457584e-02	3.086570e-03
Gene_0115	chr15	74216358	5456.2	0.2919	9.320152e-02	1.849044e-03
Gene_4268	chr8	102784207	947.1	-0.065	5.308804e-02	1.076932e-01
Gene_0585	chr13	80375206	152.6	0.0319	1.545721e-02	3.082900e-04
Gene_7131	chr7	61378378	190.5	0.2634	3.499788e-01	3.071325e-01
Gene_0120	chr6	113513933	140.3	-0.1831	4.508188e-02	5.177117e-01
Gene_4975	chr3	71378730	55.3	-0.2145	1.067118e-03	6.888766e-03
Gene_3399	chr13	29783880	210.4	-0.2736	9.291493e-04	1.304089e-02
Gene_7092	chr3	13088784	499.5	0.177	1.214017e-01	4.102045e-03
Gene_1904	chr9	25705178	78.2	0.0479	6.390089e-02	2.233335e-01
Gene_1415	chr3	6061599	310.5	0.6026	7.034775e-02	9.623924e-01
Gene_4270	chr8	55063558	63.0	0.2196	4.400739e-02	4.898188e-03
Gene_5049	chr6	76698199	460.7	-0.2882	2.460111e-03	6.537333e-02
Gene_2306	chr22	24355447	26.4	-0.4551	3.028010e-02	3.187926e-02
Gene_7579	chr9	46169199	155.3	-0.0125	2.481946e-01	5.590456e-02
Gene_6869	chr9	87482279	190.3	0.5054	9.223360e-02	5.552086e-01
Gene_6127	chr1	209439092	456.3	0.069	1.288098e-01	1.311457e-02
Gene_2181	chr11	12429980	9263.3	0.2366	6.162147e-02	4.312236e-01
Gene_5343	chr4	76386620	1257.7	-0.1636	1.369934e-01	1.029883e-01
Gene_4810	chr4	107524258	2.2	0.2603	1.101239e-04	2.965732e-04
Gene_6945	chr4	85039477	93.4	-0.2285	2.046283e-01	1.935388e-03
Gene_0257	chr19	56314655	213.4	-0.243	1.097277e-01	4.875411e-02
Gene_7644	chr3	74500165	107.1	3.6005	1.650178e-04	5.658376e-01
Gene_2041	chr18	63174272	79.8	-0.5022	2.685926e-02	3.473888e-01
Gene_2168	chr19	22612739	53.4	0.3726	4.572258e-02	2.380107e-02
Gene_0915	chr2	146288563	921.5	0.6008	1.329064e-02	9.007724e-02
Gene_7101	chr5	37105705	1087.0	0.1449	1.971770e-01	8.170169e-02
Gene_5288	chr3	122673808	10.8	0.2829	2.943755e-02	1.298372e-01
Gene_6611	chr18	44164414	159.5	0.063	4.899371e-03	7.608124e-01
Gene_0758	chr8	73279070	1379.5	0.3185	4.269343e-04	1.099029e-01
Gene_0468	chr10	75090671	675.1	0.1457	2.124664e-01	1.527918e-01
Gene_6731	chr8	129710731	3140.5	0.4217	5.614185e-02	1.722416e-01
Gene_4330	chrY	56082257	3923.9	-0.1476	3.394466e-01	8.205997e-04
Gene_4533	chr11	13052047	316.2	0.3201	2.077287e-01	7.195345e-03
Gene_4261	chr17	47943782	13.8	-0.0771	7.290573e-02	6.070005e-02
Gene_1532	chr15	27713488	789.2	0.0087	4.292680e-02	2.086586e-03
Gene_7905	chr6	109286406	901.5	-4.203	4.723676e-04	1.946790e-01
Gene_4476	chrX	22596799	108.5	-0.6862	1.551582e-02	1.520295e-01
Gene_7552	chr8	96186042	236.0	0.1714	8.472322e-03	4.400234e-01
Gene_2073	chr17	62746899	1066.2	-0.3498	2.868151e-03	3.481829e-01
Gene_2732	chr1	11779677	49.3	0.4147	3.113299e-02	6.220434e-02
Gene_1756	chr5	27862764	47.4	0.2396	5.530132e-02	6.255527e-03
Gene_4405	chr16	3951211	1.6	0.4718	7.494568e-02	1.661809e-02
Gene_0252	chr4	139998562	1422.8	-0.5329	2.289922e-01	2.038980e-01
Gene_4003	chr4	131752935	100.4	0.3261	9.731770e-04	1.745530e-02
Gene_6686	chr3	178684537	722.3	0.3658	4.586497e-03	1.637599e-03
Gene_6610	chr7	136078017	38.9	-0.1193	4.889704e-02	7.550979e-02
Gene_2179	chr5	117368673	12.8	-0.2244	9.557321e-02	2.308909e-01
Gene_3726	chr13	110588748	11.2	-0.0925	1.382196e-01	1.956380e-01
Gene_0593	chr17	9885821	320.5	0.1067	1.291891e-01	5.558993e-01
Gene_4737	chr1	161698928	9.6	0.1563	1.848556e-03	1.548906e-02
Gene_3054	chrX	92673448	342.5	-0.3657	7.013178e-06	7.071982e-01
Gene_3987	chr1	156053393	90.6	0.141	6.637732e-02	8.263851e-02
Gene_0535	chr11	37738434	121.8	0.0949	4.576031e-03	1.273075e-02
Gene_5186	chr7	157043634	0.3	-0.4544	2.204314e-02	6.861074e-02
Gene_4169	chr5	24201115	31.2	-0.0185	3.014482e-01	1.990361e-01
Gene_2778	chr20	58788839	851.7	-0.0868	2.410109e-03	1.804098e-01
Gene_0305	chr3	138148770	45.6	-0.4129	2.142339e-02	2.059660e-02
Gene_6812	chr12	26841509	303.2	-0.0219	5.883073e-02	7.612274e-02
Gene_4490	chr6	151014137	63.6	-0.0678	8.987975e-06	2.509015e-02
Gene_7267	chr10	65483937	138.2	0.6556	1.521950e-02	6.066230e-03
Gene_0550	chr6	476685	53.3	0.0025	3.111599e-05	1.215191e-03
Gene_7449	chr1	163728931	5762.2	0.0756	1.624356e-01	1.597257e-01
Gene_4870	chr5	147562214	6005.0	-0.2239	5.287863e-02	4.515428e-01
Gene_7026	chr6	12233665	421.3	0.0959	2.005992e-03	7.613387e-02
Gene_2865	chr8	16981687	20.3	0.1646	6.131284e-04	4.869138e-02
Gene_7600	chr4	138889380	20.7	0.2943	2.487755e-01	3.040950e-02
Gene_4884	chr17	50973962	17.7	0.0872	1.343840e-01	9.182249e-02
Gene_0678	chr3	70565844	4.3	-0.0128	2.906152e-02	1.463316e-01
Gene_4875	chr6	169091182	355.9	-0.1258	9.219982e-02	3.753398e-01
Gene_1937	chr6	95771308	57.6	0.3498	9.327684e-02	1.000000e+00
Gene_6349	chr6	5490249	488.4	0.0795	1.847993e-02	7.830967e-04
Gene_1224	chr5	104273863	1171.4	-0.0572	1.578989e-01	5.801778e-02
Gene_2948	chr2	83349349	885.6	0.0737	1.229388e-02	1.180738e-03
Gene_1861	chr11	71382352	152.5	-0.1337	2.945131e-09	7.179872e-02
Gene_2755	chr3	50901013	2306.9	0.2477	1.053331e-02	6.246500e-03
Gene_2153	chr15	24261567	1912.4	-0.1365	1.021764e-02	3.859287e-01
Gene_0738	chr4	167795034	30.8	0.188	1.622923e-01	8.039143e-01
Gene_6017	chr2	15614529	1267.5	-0.5051	1.431946e-01	2.151873e-02
Gene_2977	chr9	28194275	117.9	0.123	2.082762e-01	6.059355e-01
Gene_2613	chr2	110199633	215.0	0.0058	2.172311e-02	3.083668e-01
Gene_4241	chr14	96588551	118.8	0.1661	1.058418e-01	1.221995e-01
Gene_0459	chr1	88574229	6.3	0.0804	1.958083e-03	1.355298e-02
Gene_3715	chr4	187091699	395.5	-0.2408	1.784697e-02	1.648593e-02
Gene_6599	chrX	58864272	3100.6	0.0775	1.060927e-02	7.002994e-01
Gene_5945	chr1	50980080	205.1	-0.0021	1.138822e-01	3.392253e-02
Gene_7705	chr6	156467386	1034.5	-4.7145	8.296864e-04	5.733735e-03
Gene_5608	chr1	63384351	2668.8	-0.4438	1.434368e-01	4.113118e-06
Gene_0666	chr6	59428286	2.8	-0.1066	2.306026e-02	4.377208e-01
Gene_6431	chr5	105550460	83.9	-0.3447	9.510792e-02	3.790576e-02
Gene_4399	chr16	62975177	754.9	-0.0546	2.567547e-03	3.786200e-02
Gene_7536	chr7	11638718	6973.8	0.0551	4.870743e-02	4.488312e-01
Gene_6206	chr5	59249582	36.2	0.2956	1.206299e-05	3.116928e-02
Gene_1161	chr6	108242646	154.1	0.1225	3.672074e-01	4.782251e-01
Gene_4112	chr9	110779326	23.6	-0.402	2.531944e-01	5.268035e-02
Gene_5369	chr9	63114091	163.7	0.3303	3.729096e-02	9.769754e-04
Gene_1987	chr12	82936498	1738.5	0.1685	1.629543e-02	5.565992e-05
Gene_0342	chr7	82578214	77.6	0.0623	2.142385e-03	4.567634e-01
Gene_1016	chrX	34182334	48.9	-0.4207	2.831475e-03	6.099238e-04
Gene_4855	chr8	101268406	41.1	0.0671	1.734538e-01	1.803718e-01
Gene_2177	chr1	5806192	14.7	0.1073	5.445193e-04	2.641614e-02
Gene_4428	chr16	7305024	1197.0	0.1178	1.036310e-02	8.288921e-02
Gene_6423	chr3	29429482	43.5	0.3388	5.130484e-02	8.432964e-02
Gene_6420	chr1	148592240	2399.9	0.2818	9.762165e-02	1.262469e-03
Gene_1859	chr8	132187489	13.6	0.056	1.431950e-01	1.990752e-02
Gene_4838	chr3	94186641	56.9	-0.6679	1.238408e-01	4.227081e-02
Gene_4011	chrX	152344760	498.3	-0.0497	1.852531e-01	1.882169e-02
Gene_1657	chrX	111598	46.2	-0.1128	6.322970e-02	4.174718e-02
Gene_2021	chr1	90840119	37.1	0.2506	7.718258e-02	1.039086e-02
Gene_6870	chr3	72585907	102.7	0.2974	1.035864e-01	5.943509e-01
Gene_5959	chr3	88999350	4888.3	-0.3056	1.446945e-02	7.544619e-01
Gene_4018	chr2	158018629	182.2	-0.2404	2.756865e-02	3.149612e-01
Gene_4900	chr6	166370098	336.5	-0.4801	2.187123e-01	1.716218e-01
Gene_2408	chr3	90644758	148.6	0.493	1.159715e-01	1.000511e-03
Gene_3871	chrX	141552535	62.9	-0.7261	5.196307e-05	3.158569e-03
Gene_6973	chr1	91177101	726.8	0.857	5.109502e-02	1.422798e-02
Gene_1346	chr10	127921582	121.2	-0.3274	6.862395e-02	3.005287e-02
Gene_5827	chr4	98750761	205.4	-0.0884	5.933591e-02	9.315530e-02
Gene_4698	chr8	56785477	1103.2	0.5291	4.946866e-02	1.622241e-01
Gene_6597	chr4	143891760	161.9	0.2169	8.190440e-02	2.402659e-02
Gene_6592	chr7	67441925	1.1	0.136	3.079517e-05	3.221054e-01
Gene_6422	chr2	189341220	3.4	-0.1682	4.098222e-01	7.083796e-04
Gene_4071	chr1	36275121	43.9	-0.334	1.760578e-01	3.118078e-02
Gene_4066	chr19	35861405	139.1	0.1842	3.190834e-01	6.309415e-03
Gene_2000	chr8	25960888	39.2	-0.0606	6.683091e-03	8.864324e-02
Gene_1687	chr18	21821256	169.6	-0.005	2.306128e-01	2.273328e-02
Gene_5387	chr2	82305584	13410.3	0.5196	4.669482e-03	1.842101e-01
Gene_7799	chr3	91522808	1789.2	-4.5346	1.967968e-04	1.050875e-01
Gene_0470	chr7	88010110	61.3	-0.4194	4.635148e-03	1.241848e-02
Gene_2709	chr8	87061342	2818.7	0.295	1.081000e-01	3.666099e-01
Gene_5289	chr10	28294487	5.0	0.0626	3.911797e-02	1.065090e-04
Gene_7401	chrX	23674460	4.4	0.0243	3.959452e-03	1.565002e-05
Gene_2648	chr4	121440174	37.0	0.303	1.395323e-01	4.327253e-02
Gene_7951	chr5	2672970	4.3	3.2225	5.549618e-04	1.795163e-01
Gene_6096	chr20	24374406	16.3	-0.0186	4.556519e-02	8.541907e-02
Gene_5137	chr11	78776743	1002.5	-0.0203	5.644964e-02	1.780720e-03
Gene_1679	chr8	33231475	287.2	-0.2308	5.349334e-02	6.269597e-02
Gene_4605	chr15	80016889	775.9	-0.002	5.976454e-01	7.433945e-02
Gene_5046	chr22	8262901	9273.3	0.5319	2.764780e-02	1.036998e-01
Gene_6608	chr13	8775413	80.2	-0.3624	3.744463e-02	1.990137e-03
Gene_1055	chr22	48420212	211.5	0.149	4.273440e-03	2.639313e-01
Gene_1644	chrY	41351648	705.0	-0.1614	1.069588e-01	4.440850e-01
Gene_1335	chr1	220949462	1443.3	-0.6174	3.372542e-03	7.436017e-02
Gene_0327	chr12	86968288	123.1	0.0766	1.968582e-01	5.740132e-01
Gene_7317	chr2	237472343	3.5	-0.4969	2.651921e-02	2.880616e-03
Gene_3764	chr6	87398466	6.3	0.0264	9.235117e-02	7.665470e-02
Gene_5062	chr1	145318927	778.4	-0.1364	2.224182e-01	1.755640e-02
Gene_0596	chr7	76796445	5.9	-0.5947	1.137289e-03	3.468192e-02
Gene_1959	chr12	101793424	981.9	-0.2174	2.706237e-02	4.769805e-04
Gene_2355	chr2	80263452	38.7	0.3879	5.479703e-05	3.662805e-02
Gene_5540	chr14	91746822	4291.2	-0.172	4.276231e-01	6.097313e-03
Gene_5739	chr10	117508465	120.3	-0.0575	4.929233e-02	6.276947e-01
Gene_4318	chr3	195003911	1066.6	0.2182	1.785099e-01	5.391263e-01
Gene_3022	chr18	47373134	4.5	-0.5024	2.038914e-03	2.179814e-02
Gene_0877	chr11	120042534	415.0	0.1964	1.289560e-02	2.241508e-02
Gene_5788	chr3	82583824	184.9	0.097	7.920438e-02	1.172810e-01
Gene_6030	chrX	82036316	479.9	-0.2188	9.509493e-02	3.374009e-01
Gene_0313	chr22	43857502	117.1	0.3143	9.510613e-02	5.042486e-02
Gene_3438	chr1	18090001	631.9	-0.5469	8.254050e-02	2.919612e-02
Gene_5677	chr6	144957653	545.4	0.1117	3.717278e-02	9.968201e-03
Gene_2918	chr7	137317544	278.6	-0.4641	4.570301e-01	2.144941e-01
Gene_7436	chr4	59423622	1906.5	-0.2031	4.700950e-02	9.096665e-03
Gene_2798	chrX	11978477	1272.9	-0.0322	3.255509e-01	5.935843e-04
Gene_5872	chr12	125010311	1204.1	0.1297	2.162101e-03	4.480345e-01
Gene_4634	chr8	113066929	148.2	-0.0362	5.460516e-02	8.597574e-01
Gene_1430	chr1	63744715	6891.4	-0.218	1.363023e-02	8.469498e-04
Gene_4773	chr4	83082460	378.2	-0.4669	9.229535e-02	2.531386e-03
Gene_1646	chr7	105263802	21.6	0.6178	7.309747e-02	1.909091e-01
Gene_1621	chr4	132613242	1598.7	-0.4615	4.101050e-03	8.636835e-02
Gene_6750	chr20	47653534	47.9	-0.1257	1.684482e-01	3.942247e-02
Gene_1699	chr6	123449834	490.9	0.3479	1.132384e-01	4.246996e-01
Gene_5029	chr4	87657736	294.6	0.0579	2.931998e-02	1.905327e-01
Gene_3939	chr3	25183654	487.5	0.1255	2.070800e-04	4.045198e-01
Gene_1515	chr10	9678392	6890.0	-0.0205	2.450460e-03	2.145532e-01
Gene_2150	chr3	187749411	35.5	-0.0101	5.674678e-02	5.813561e-02
Gene_6221	chr13	78103715	351.7	0.655	5.726371e-03	1.000000e+00
Gene_6630	chr10	37304950	11.0	-0.3001	5.901740e-02	2.600939e-01
Gene_0591	chr7	146294231	86.9	0.0486	1.072507e-03	3.909140e-01
Gene_5916	chr6	91235977	15.7	-0.5111	3.832966e-02	4.398504e-02
Gene_4777	chr2	107643627	0.2	-0.1459	6.185361e-02	1.670134e-01
Gene_0401	chr16	18310972	628.9	0.0476	1.029114e-01	4.095007e-03
Gene_0038	chr9	88913632	37.2	-0.0486	2.755453e-01	1.488089e-04
Gene_0431	chr19	7491991	20.0	-0.1239	1.083566e-01	1.979075e-01
Gene_1790	chr8	142454909	116.5	-0.0526	3.584136e-02	1.452464e-01
Gene_4673	chr4	38362254	286.1	-0.2963	7.162041e-02	4.088226e-02
Gene_5551	chr12	7348228	584.5	0.1538	7.420459e-02	7.290140e-02
Gene_3614	chrX	108034079	178.0	-0.1423	2.681486e-01	9.528701e-03
Gene_3501	chr2	177372463	14.9	-0.1327	1.386873e-01	8.692775e-02
Gene_0639	chr2	150642132	10674.0	-0.3794	1.962209e-01	3.317707e-01
Gene_6302	chr20	53364212	58.0	-0.3116	2.920397e-02	6.266420e-03
Gene_1961	chr7	132227311	503.4	0.5376	2.211553e-03	2.784827e-02
Gene_2548	chr1	118418575	924.4	0.1234	7.514171e-02	7.552191e-03
Gene_6385	chr8	86443226	37.2	0.031	5.454001e-04	3.653880e-01
Gene_6357	chrX	12359102	11686.7	-0.2381	3.004953e-02	6.424517e-04
Gene_0834	chr20	11337880	110.7	-0.0628	4.415809e-02	1.608859e-01
Gene_0086	chr18	17800022	127.7	0.2917	4.480828e-01	6.120526e-03
Gene_6641	chr5	120669276	716.0	-0.1496	2.092698e-02	5.465626e-04
Gene_4271	chr18	54477179	11.4	0.1302	2.514518e-01	9.143283e-02
Gene_3522	chr20	42487203	162.5	0.1441	8.595608e-03	9.024096e-04
Gene_7339	chr7	128963233	9.5	0.3261	3.452386e-02	7.358033e-03
Gene_1007	chr7	156363437	2556.1	0.374	3.215045e-02	3.248923e-01
Gene_6214	chr13	84904445	22.3	-0.0822	1.176846e-03	4.772761e-01
Gene_3712	chr12	80732914	9.2	-0.9969	1.479463e-02	7.028058e-05
Gene_5751	chr7	20967852	537.9	-0.3793	6.753346e-06	2.973711e-01
Gene_5921	chr9	63296159	4.4	0.1743	1.597923e-01	3.582588e-02
Gene_2783	chr9	19204853	13.0	0.2327	2.543669e-02	5.478727e-02
Gene_5536	chr13	38540945	9.0	-0.208	2.588457e-01	3.563509e-01
Gene_5160	chr4	21349980	724.4	-0.0615	1.234488e-01	2.724703e-02
Gene_4725	chr18	8043365	204.4	-0.3701	1.996376e-02	1.569674e-02
Gene_6299	chrX	27788585	519.7	-0.1321	2.309355e-03	4.374640e-01
Gene_6438	chr10	33154726	233.0	-0.196	2.848814e-02	3.820718e-03
Gene_4724	chr16	82204844	1128.9	-0.2389	2.360544e-02	2.784624e-02
Gene_1744	chr16	67312339	2.3	0.0949	6.126026e-02	2.351815e-01
Gene_4117	chr2	51389811	414.9	-0.4442	1.898637e-04	2.716504e-01
Gene_7851	chr7	96732641	193.1	-3.6872	7.119146e-04	2.822096e-01
Gene_1105	chr15	39672746	102.3	-0.1402	6.583157e-02	2.307565e-01
Gene_6906	chr1	217268056	85.9	-0.4704	4.772698e-02	5.049682e-01
Gene_2895	chrX	38785221	3.6	0.2517	2.850929e-03	6.725542e-02
Gene_2976	chr4	161228376	15.9	-0.4428	3.531346e-03	1.686413e-01
Gene_7637	chrX	60264212	16.1	-3.3256	3.899962e-04	9.830409e-02
Gene_5231	chr6	125682404	137.8	0.33	1.532151e-03	1.673520e-01
Gene_2421	chr2	11955963	275.1	-0.3918	9.189383e-02	2.583736e-01
Gene_6019	chr14	93547480	24.5	0.0383	3.150905e-01	3.368661e-01
Gene_6455	chr1	86254513	178.2	-0.3359	1.388420e-02	9.415302e-04
Gene_0647	chrX	119784810	34.6	-0.36	1.397586e-01	2.233060e-01
Gene_4928	chr7	56500599	41.1	0.1144	1.182366e-02	4.869979e-01
Gene_7732	chr6	83076571	67.5	3.8412	7.840130e-04	9.227584e-02
Gene_0868	chr7	155900294	37.1	-0.1196	4.163326e-03	5.486495e-01
Gene_3802	chr12	28740940	1442.8	0.1276	2.275621e-02	1.470754e-03
Gene_1107	chr2	53781969	171.2	0.1779	7.846576e-06	2.799499e-02
Gene_4334	chr2	95964280	376.9	0.4611	9.094537e-02	1.093138e-03
Gene_0364	chr3	43481709	2.7	0.1526	3.327788e-02	6.138179e-02
Gene_5503	chr14	78897469	1517.9	0.2278	1.818014e-02	4.695374e-02
Gene_7387	chr4	65752494	5.8	-0.1712	2.499757e-02	5.159566e-02
Gene_5946	chr17	56251137	30.6	-0.1933	3.974928e-05	5.394327e-04
Gene_2687	chr12	70202471	12.1	-0.6014	1.233720e-01	2.452017e-03
Gene_0302	chr6	152089041	2272.4	0.4207	1.359190e-01	9.926101e-02
Gene_4880	chr14	28216260	243.3	-0.0584	1.722568e-01	7.672745e-02
Gene_0466	chr17	65339755	5447.7	-0.0053	3.273860e-03	1.031522e-02
Gene_1057	chr10	56776510	162.7	0.4187	2.938387e-03	4.777696e-03
Gene_2519	chr8	44828061	203.7	0.1728	1.535282e-02	1.000000e+00
Gene_6182	chr20	22528750	2890.1	-0.726	1.025472e-05	5.648790e-01
Gene_4029	chr2	119531230	90.7	-0.2344	5.741467e-02	2.353967e-02
Gene_6705	chr8	66958800	2.2	-0.5596	9.606924e-03	9.015111e-02
Gene_6975	chr9	106784351	2.3	0.2317	2.344980e-01	1.803545e-01
Gene_3263	chr3	157070711	21.1	0.7195	2.034423e-02	1.365264e-02
Gene_5564	chr1	174631347	1234.6	-0.0173	5.341268e-02	7.576052e-02
Gene_1108	chr19	36599669	118.8	0.0742	1.758684e-01	5.486530e-02
Gene_2984	chr7	88988164	455.4	0.543	6.645471e-02	2.200473e-01
Gene_6171	chr2	15324903	64.6	0.2941	9.600894e-05	1.110698e-02
Gene_2838	chr13	24275601	37.0	-0.437	2.625568e-04	1.014361e-02
Gene_5070	chr4	76064081	18.7	0.339	5.498305e-02	6.797897e-04
Gene_1413	chr10	6228463	97.4	-0.104	1.011940e-04	1.211810e-01
Gene_5097	chrX	104790914	79.3	-0.033	4.218403e-05	5.253894e-02
Gene_6736	chr7	110226900	136.6	-0.3212	7.336508e-04	2.408890e-02
Gene_0718	chr2	68443861	18.6	-0.3691	8.330096e-04	2.884988e-03
Gene_1363	chr12	92041093	3.2	-0.2246	2.785820e-02	2.534370e-01
Gene_0277	chr1	144355370	675.8	-0.8133	1.456891e-04	8.262997e-02
Gene_2594	chr1	53809564	45.4	0.0065	7.320239e-03	8.881326e-03
Gene_1180	chr10	40242497	9.2	0.0023	2.539265e-02	9.617048e-02
Gene_0514	chr10	39629179	998.7	-0.5561	7.501099e-02	1.960860e-01
Gene_6748	chr5	124092976	2.6	-0.1253	5.200667e-01	9.956481e-02
Gene_0865	chr6	138613783	9.1	0.1018	8.035789e-04	3.159122e-01
Gene_4025	chr17	28660452	21.6	0.0986	6.879716e-03	3.278884e-03
Gene_3604	chr10	129273223	2564.8	-0.0635	5.599001e-03	2.255276e-01
Gene_3404	chr13	48325601	8.2	-0.4833	3.179339e-03	1.104842e-02
Gene_3806	chrX	62011453	3903.5	-0.1696	5.208899e-02	3.028116e-01
Gene_7380	chr3	182943124	342.8	0.3087	1.821159e-01	7.640077e-04
Gene_0755	chr18	6633382	168.0	-0.6029	1.687567e-01	6.837890e-01
Gene_6271	chr8	52825340	986.2	-0.1378	2.665430e-02	4.367463e-02
Gene_7282	chr2	33627046	135.8	-0.0339	2.398731e-01	9.034421e-02
Gene_7801	chr6	86073447	779.8	2.8792	4.315869e-04	4.616364e-01
Gene_0602	chr13	44656301	53.1	-0.2597	9.930269e-02	1.287828e-02
Gene_6316	chr1	70234249	16.5	0.1266	1.306894e-01	5.430426e-02
Gene_0029	chr5	908522	262.0	0.2066	2.070221e-02	3.207832e-02
Gene_1683	chr1	214516495	4514.0	-0.3759	1.907101e-01	6.166207e-02
Gene_3219	chr15	69581250	198.2	0.262	3.047937e-02	6.900119e-01
Gene_7973	chr22	35038137	300.4	-4.8627	9.932149e-04	1.628734e-04
Gene_0349	chr1	232370478	57.1	-0.2883	1.944637e-01	3.972753e-02
Gene_4865	chr5	102951718	12.3	0.054	5.053574e-02	7.915786e-02
Gene_2169	chr22	2133521	16.9	0.3653	7.578570e-03	2.217457e-01
Gene_4571	chrX	116498824	335.1	0.3931	5.803238e-02	9.192005e-04
Gene_4480	chr2	14046465	37.3	-0.148	2.331660e-01	2.848755e-01
Gene_3018	chr10	63456222	45.5	-0.3748	5.644721e-02	8.633794e-02
Gene_2155	chr2	64126811	560.5	-0.1015	2.956855e-02	1.879779e-02
Gene_1689	chrX	12639603	528.3	0.0184	1.189630e-02	1.794855e-03
Gene_1525	chr13	27839430	373.0	0.1882	3.933740e-02	9.203217e-03
Gene_2981	chr13	94719125	62.1	-0.1626	8.507060e-02	4.488862e-05
Gene_2011	chr3	96043712	83.9	-0.3184	1.431524e-01	2.656616e-02
Gene_2364	chr1	53516621	70.8	0.1943	1.169719e-02	2.429241e-01
Gene_5076	chr1	67911425	1162.0	0.1694	5.480908e-03	1.723331e-02
Gene_5340	chr4	36757461	38.2	-0.1745	1.980707e-03	1.264259e-02
Gene_3613	chr4	53756947	233.3	-0.432	2.453462e-01	4.170932e-01
Gene_5002	chr10	46040014	20.2	-0.6333	1.147767e-01	9.146369e-02
Gene_3943	chr17	68606976	1074.8	0.2417	2.422345e-02	3.107084e-01
Gene_2842	chr9	38878112	217.9	-0.1598	2.110696e-02	3.876947e-06
Gene_4411	chr3	8507842	1176.5	-0.2768	1.642553e-01	2.779164e-01
Gene_2777	chr4	183752754	12.2	-0.0962	2.673010e-01	5.269041e-02
Gene_2849	chr5	129673361	1.1	0.1001	1.163851e-01	7.974823e-01
Gene_1080	chr15	95657856	170.3	-0.0903	1.990669e-01	1.041724e-03
Gene_7642	chr17	50519110	50.7	2.492	3.555447e-04	2.325506e-01
Gene_3498	chr13	34961729	1555.3	0.2348	1.340724e-02	1.266671e-01
Gene_6427	chr6	34234483	1.8	0.6051	1.898687e-02	1.390203e-01
Gene_7060	chr12	102960190	37.9	-0.0683	2.498095e-02	4.325275e-01
Gene_1626	chr6	154243225	152.0	0.2309	3.368735e-03	2.063031e-02
Gene_1943	chr2	163025745	8.7	-0.0358	2.563531e-01	1.028388e-05
Gene_0482	chr9	103473236	57.8	0.0286	7.174551e-02	5.843523e-01
Gene_3752	chr8	2219541	11459.1	0.1344	6.777878e-03	1.348887e-01
Gene_3595	chr4	56323415	154.5	-0.2178	2.637366e-03	3.438171e-01
Gene_2836	chr13	24532845	819.9	-0.7922	6.373358e-02	3.939071e-03
Gene_7497	chr18	79441651	2.4	0.0352	2.812494e-01	9.146252e-03
Gene_6130	chr2	107823778	54.1	0.6057	1.692792e-01	3.064943e-02
Gene_2578	chr12	100535231	33.5	-0.0145	1.684870e-01	8.444128e-03
Gene_2873	chr9	128517949	150.2	0.0655	2.257906e-02	1.110011e-01
Gene_0566	chr19	24235443	258.6	0.4569	6.919203e-02	3.678117e-02
Gene_4711	chr3	30214343	31.0	0.4247	7.601655e-04	3.380941e-03
Gene_3892	chr3	11647195	290.4	-0.0282	1.767808e-02	3.956589e-03
Gene_5138	chr1	242199019	15.7	-0.0283	2.049086e-01	1.795758e-01
Gene_7458	chr22	48389233	79.9	-0.2093	1.760934e-04	7.448321e-02
Gene_0728	chr22	38295585	123.6	0.1054	5.029634e-02	1.948489e-01
Gene_3699	chr4	161593583	163.0	-0.0276	1.034396e-03	2.009587e-02
Gene_2112	chr18	69357618	71.2	-0.3431	2.714745e-01	1.917133e-02
Gene_6719	chr1	23993243	756.3	-0.1694	2.271564e-02	1.482869e-01
Gene_3796	chr13	63080054	35.7	-0.175	4.939739e-02	3.089542e-01
Gene_1609	chr17	51500580	27.3	-0.053	5.581753e-02	4.409561e-01
Gene_2901	chr10	122150545	34337.7	0.2634	2.316843e-03	5.949852e-02
Gene_3245	chr10	101956817	126.6	-0.4399	7.106361e-02	1.648087e-02
Gene_3015	chr21	20132889	104.3	-0.3009	3.600671e-02	2.051660e-01
Gene_3193	chrX	141889440	196.4	0.3243	4.834096e-02	1.301802e-01
Gene_6040	chr5	159382848	102174.8	0.042	1.062685e-01	9.358097e-02
